date,horse_no,plc,horse,jockey,trainer,actual_wt,declar_horse_wt,draw,lbw,running_position,finish_time,win_odds
2017/04/02,13,11,幸福加數(V130),梁家俊,呂健威,117,1119,12,9,13 13 11,1.10.54,29
2017/03/22,1,10,勇冠多(V376),羅理雅,徐雨石,133,1067,6,3-1/4,3 3 10,1.11.13,4.4
2017/03/22,9,11,光輝之星(N387),杜利萊,容天鵬,122,1033,8,6,11 12 11,1.11.56,27
2017/04/02,7,8,善財到(V244),梁家俊,呂健威,122,964,10,5-3/4,12 13 13 8,1.23.28,89
2017/04/02,1,9,火天大有(V406),楊明綸,李易達,127,1039,13,6,14 14 14 9,1.23.31,99
2017/03/26,1,12,紅海灣(T159),潘頓,文家良,133,1039,13,8,14 13 11 12,1.37.20,7.7
2017/03/26,6,13,進綵(T187),柏寶,方嘉柏,127,1075,10,9-1/2,11 9 9 13,1.37.44,5.9
2017/04/02,1,2,瀟灑王子(V069),羅理雅,文家良,130,1130,6,頸位,1 1 1 2,1.22.55,6.2
2017/04/02,11,3,海嵐一號(N309),李寶利,葉楚航,123,999,9,1/2,5 5 5 3,1.22.59,17
2017/04/02,12,6,心感(V421),韋達,霍利時,120,1094,8,7-1/2,6 5 6,1.10.46,48
2017/04/02,14,7,欖球鑽石(S432),蘇狄雄,蘇偉賢,113,1039,2,7-3/4,3 4 7,1.10.51,95
2017/04/02,1,12,悅目星光(A137),羅理雅,徐雨石,133,1070,4,9-1/4,8 9 12,1.10.60,93
2017/04/02,7,13,龍城快勝(V311),黃皓楠,徐雨石,119,957,13,17-3/4,14 14 13,1.11.94,99
2017/03/22,3,12,哥哥仔(V074),黃皓楠,告達理,125,1061,1,9,6 8 12,1.12.05,70
2017/04/02,2,10,天意(V417),田泰安,蘇保羅,126,1125,1,6-1/2,3 4 6 10,1.23.42,9.6
2017/04/02,4,11,青梅竹馬(A153),黎海榮,姚本輝,125,1188,14,6-3/4,1 2 2 11,1.23.46,99
2017/03/26,5,14,福爾摩斯(N375),黃皓楠,李易達,122,1065,14,15-1/2,6 6 10 14,1.38.38,30
2017/04/02,2,4,好叻仔(V102),杜利萊,鄭俊偉,128,1149,2,1-3/4,10 10 10 4,1.22.79,8.5
2017/04/02,10,5,快閃的(A189),韋達,霍利時,123,1071,13,2,13 13 14 5,1.22.79,12
2017/04/02,5,8,同明相照(V312),梁家俊,姚本輝,125,1067,11,9,8 9 8,1.10.70,87
2017/04/02,6,9,勁快步(A053),羅理雅,葉楚航,126,1096,1,9-3/4,7 6 9,1.10.84,21
2017/04/02,8,14,快樂魔王(A197),蘇狄雄,賀賢,124,1080,3,20-3/4,10 12 14,1.12.42,99
2017/04/02,12,12,馬化龍(A034),何澤堯,徐雨石,118,1040,6,11-1/4,10 10 12 12,1.24.17,99
2017/04/02,3,13,友享友賞(A142),祈普敦,蘇偉賢,125,1182,7,17-1/4,4 1 3 13,1.25.13,99
2017/03/29,9,1,旅遊多寶(T209),巫顯東,苗禮德,109,1135,12,-,1 2 1,0.56.89,8.8
2017/04/02,14,6,埼豐(A083),何澤堯,徐雨石,115,1007,12,2,3 3 4 6,1.22.81,22
2017/04/02,3,7,勝利之星(M148),梁家俊,李易達,126,1157,3,2,8 9 9 7,1.22.83,20
2017/04/02,9,10,萬霸駒(A186),祈普敦,苗禮德,126,1169,12,10,10 10 10,1.10.86,25
2017/04/02,3,11,得德仔(A068),田泰安,蘇保羅,131,1059,14,10-1/4,11 11 11,1.10.92,52
2017/04/02,13,14,錢途再現(A046),蘇狄雄,葉楚航,118,1129,4,18-3/4,11 11 11 14,1.25.36,99
2017/03/29,4,2,威風霸皇(V055),莫雷拉,蔡約翰,124,1117,9,1-1/4,10 7 2,0.57.09,2.6
2017/03/29,8,3,手到拿來(P396),梁家俊,容天鵬,117,1175,5,1-1/2,3 3 3,0.57.13,9.2
2017/04/02,12,8,知道勝(S218),巫顯東,沈集成,111,1062,14,2-1/4,7 6 6 8,1.22.87,17
2017/04/02,5,9,欣喜欣喜(V247),潘頓,姚本輝,133,1133,1,3-1/4,11 8 7 9,1.23.00,46
2017/04/02,7,12,神速寶(A087),何澤堯,賀賢,124,1121,3,11-1/2,12 13 12,1.11.09,99
2017/04/02,8,13,金津輝煌(V400),楊明綸,容天鵬,124,1159,13,12-1/4,13 12 13,1.11.24,99
2017/03/29,11,1,勁有波幅(V081),田泰安,呂健威,115,1155,1,-,1 1 1 1,1.39.51,8.9
2017/03/29,5,4,祥勝駿駒(T331),田泰安,何良,123,1129,8,1-3/4,4 4 4,0.57.19,17
2017/03/29,3,5,聰明申報(S436),柏寶,霍利時,124,1174,11,2-1/2,5 5 5,0.57.30,4.7
2017/04/02,9,10,大運舞台(T256),田泰安,葉楚航,125,1079,5,3-3/4,6 7 8 10,1.23.09,9.4
2017/04/02,8,11,極品(V165),楊明綸,容天鵬,123,1136,11,5-3/4,2 2 2 11,1.23.41,5.3
2017/04/02,11,14,建輝(V363),黃皓楠,徐雨石,117,1164,6,18-1/4,14 14 14,1.12.19,99
2017/03/29,7,2,翡翠福星(V020),梁家俊,文家良,118,1081,5,短馬頭位,9 9 7 2,1.39.52,4.2
2017/03/29,6,3,軍勇戰神(V053),李寶利,葉楚航,125,1109,2,1-3/4,6 6 5 3,1.39.77,11
2017/03/29,10,6,海之濤(N317),楊明綸,李易達,115,1198,4,2-3/4,2 1 6,0.57.34,17
2017/03/29,6,7,新威龍(V412),韋達,高伯新,123,1196,1,3,7 6 7,0.57.36,10
2017/04/02,4,12,銳闖(V349),蘇狄雄,賀賢,125,1040,10,7-1/2,14 12 11 12,1.23.67,99
2017/04/02,13,13,雅寳(P295),莫雷拉,苗禮德,118,1136,8,8-1/2,9 11 12 13,1.23.84,12
2017/03/29,9,4,猛闖(A116),莫雷拉,約翰摩亞,118,1185,10,2,2 2 2 4,1.39.81,3.6
2017/03/29,1,5,金獅叻將(T151),何澤堯,霍利時,130,1051,7,3,12 12 9 5,1.39.98,19
2017/03/29,12,8,快馬奔馳(V413),蘇狄雄,徐雨石,113,1205,6,3-1/4,11 9 8,0.57.42,12
2017/03/29,2,9,好友無敵(A217),黎海榮,文家良,126,1054,10,4-3/4,8 10 9,0.57.65,34
2017/04/02,6,14,威震天(V119),柏寶,姚本輝,121,1055,7,10-1/2,12 14 13 14,1.24.18,34
2017/04/02,(S315),WV,好彩利120,黃皓楠,呂健威,1161,---,---,-,,---,---
2017/03/29,12,6,嘉應小子(P189),楊明綸,容天鵬,113,1088,3,4-1/2,10 10 8 6,1.40.21,35
2017/03/29,5,7,飛星凱旋(T352),柏寶,蘇偉賢,127,1122,4,5-1/2,3 4 3 7,1.40.38,7
2017/03/29,1,10,俊哥兒(V404),吳嘉晉,告東尼,124,1064,2,6-3/4,6 8 10,0.57.97,99
2017/03/29,11,11,再創商機(V340),黃皓楠,徐雨石,108,1131,3,7,9 11 11,0.58.00,16
2017/04/02,(A049),WV,紅旗星將126,潘頓,蘇保羅,-,---,---,-,,---,---
2017/03/29,10,8,明月光(T369),蘇狄雄,蘇保羅,114,1036,11,10-3/4,11 11 10 8,1.41.23,53
2017/03/29,8,9,安友(V291),黃皓楠,蔡約翰,112,1035,9,11-1/4,4 3 4 9,1.41.31,11
2017/03/29,7,12,贏科超影(A164),蔡明紹,高伯新,122,1019,7,7-1/2,12 12 12,0.58.08,99
2017/03/29,3,10,福妙(A155),蔡明紹,告東尼,129,998,6,22-1/4,7 7 11 10,1.43.06,99
2017/03/29,2,11,慣勝共贏(A154),杜利萊,方嘉柏,131,1031,8,24-1/4,5 5 6 11,1.43.41,50
2017/03/29,4,12,蒙古王(A098),羅理雅,徐雨石,127,1121,12,28-1/2,8 8 12 12,1.44.09,7.1
2017/03/29,7,1,競駿時代(V116),潘頓,蘇偉賢,122,1024,9,-,1 1 1,1.09.86,8.2
2017/03/29,11,2,勝在煌(S425),莫雷拉,葉楚航,118,1120,1,2-1/4,3 3 2,1.10.23,2.5
2017/03/29,4,3,辣辣椒(V026),楊明綸,蘇保羅,123,1132,11,2-1/2,2 2 3,1.10.25,6.2
2017/03/29,5,4,勁皇子(V143),柏寶,蔡約翰,125,1079,12,3-1/2,5 6 4,1.10.41,10
2017/03/29,10,5,好醒(T333),蔡明紹,方嘉柏,119,1164,10,3-3/4,9 9 5,1.10.45,22
2017/03/29,9,1,飛霞(S367),杜利萊,蔡約翰,126,1135,2,-,1 1 1,1.10.25,10
2017/03/29,6,6,環保戰士(N193),韋達,告達理,124,1082,2,4-1/2,6 5 6,1.10.59,17
2017/03/29,3,7,日東昇(V302),田泰安,苗禮德,128,1090,6,4-3/4,11 11 7,1.10.63,7
2017/03/29,4,2,金碧輝煌(T076),梁家俊,容天鵬,128,1075,4,一頭位,5 5 2,1.10.28,8.7
2017/03/29,1,3,喜盈盈(T054),田泰安,呂健威,133,1097,7,3/4,9 7 3,1.10.40,7.5
2017/03/29,8,8,仗義執言(A014),吳嘉晉,告東尼,116,1140,3,5-1/2,8 7 8,1.10.73,60
2017/03/29,6,4,金剛秀(T436),莫雷拉,徐雨石,130,1092,1,1-1/4,3 3 4,1.10.45,1.7
2017/03/29,5,5,有情風(N139),黎海榮,吳定強,130,1212,8,3-1/4,4 4 5,1.10.79,51
2017/03/19,7,1,駕迅(T063),羅理雅,李易達,127,1194,6,-,3 4 4 1,1.24.23,4
2017/03/29,9,9,大龍騰(T381),何澤堯,霍利時,118,1185,7,5-3/4,10 8 9,1.10.78,15
2017/03/29,2,10,特務飛龍(P388),羅理雅,文家良,131,1065,4,6-1/2,4 4 10,1.10.89,11
2017/03/29,8,6,明多多(S305),韋達,高伯新,129,1138,5,4,8 8 6,1.10.88,13
2017/03/29,11,7,天地福星(P064),蘇狄雄,何良,111,1047,9,4-1/4,11 11 7,1.10.93,68
2017/03/19,5,2,齊齊健康(S320),何澤堯,方嘉柏,128,1112,3,3/4,9 9 10 2,1.24.36,17
2017/03/19,10,3,金錢炮(T022),蔣嘉琦,呂健威,118,944,9,1-1/2,1 1 1 3,1.24.50,10
2017/03/29,1,11,真心意(S428),梁家俊,容天鵬,130,1173,8,10-3/4,12 12 11,1.11.57,35
2017/03/29,12,12,好伙記(T154),蘇狄雄,吳定強,114,1002,5,15-3/4,7 10 12,1.12.37,99
2017/03/29,7,8,泡泡達人(T346),羅理雅,沈集成,130,1035,12,4-1/4,12 10 8,1.10.94,15
2017/03/29,2,9,盈喜悅(S130),黃皓楠,文家良,125,1047,6,4-1/2,2 2 9,1.10.97,28
2017/03/29,12,1,沙角威龍(S148),田泰安,李易達,118,1056,6,-,10 10 7 1,1.39.54,8
2017/03/19,12,4,電訊大炮(V144),黎海榮,徐雨石,116,1111,8,2-1/2,5 6 5 4,1.24.62,17
2017/03/19,4,5,路路發(N186),莫雅,高伯新,131,1006,1,2-1/2,6 5 6 5,1.24.65,7.4
2017/03/29,12,10,牛魔王(S176),巫顯東,告達理,103,1098,11,6-1/2,6 6 10,1.11.27,85
2017/03/29,3,11,勝利威(S303),潘頓,李易達,131,1083,10,10-1/4,7 9 11,1.11.90,26
2017/03/29,3,2,妙感(V031),潘頓,高伯新,129,1119,10,3-1/2,1 1 1 2,1.40.10,4.8
2017/03/29,10,3,全勝姿態(V011),何澤堯,方嘉柏,118,1091,1,3-3/4,3 3 3 3,1.40.12,15
2017/03/19,1,6,津津樂道(N248),莫雷拉,賀賢,133,1098,7,3-1/4,10 10 9 6,1.24.75,3.6
2017/03/19,8,7,大行情(P066),潘頓,何良,124,1128,14,4,11 12 12 7,1.24.85,8.9
2017/03/29,10,12,精益旅程(S389),李寶利,葉楚航,125,1082,3,12,10 12 12,1.12.16,33
2017/03/29,2,4,越跑越好(T140),杜利萊,蘇保羅,132,1174,12,4,12 12 11 4,1.40.17,24
2017/03/29,5,5,聚歡笑(T282),羅理雅,何良,127,1049,3,4,6 7 6 5,1.40.18,9.6
2017/03/29,3,1,同進(V315),何澤堯,方嘉柏,129,1081,1,-,3 3 1,1.09.95,2.8
2017/03/19,11,8,魔幻神駿(V317),巫斯義,沈集成,122,1036,5,4,8 8 8 8,1.24.88,20
2017/03/19,3,9,保羅威威(T027),韋紀力,葉楚航,131,1094,12,6-1/4,12 11 13 9,1.25.23,14
2017/03/29,7,6,肇慶威威(S379),李寶利,吳定強,124,1027,8,4,4 4 4 6,1.40.19,16
2017/03/29,9,7,馬飛龍(S121),莫雷拉,賀賢,122,1033,4,4-1/4,8 8 5 7,1.40.23,2.6
2017/03/29,7,2,金飯碗(T289),柏寶,霍利時,120,1093,8,2-1/2,1 1 2,1.10.37,7.3
2017/03/29,8,3,金叻星(S113),楊明綸,李易達,117,1105,3,3,7 7 3,1.10.47,37
2017/03/19,13,10,行運友(V155),田泰安,霍利時,115,1107,2,6-1/2,7 7 7 10,1.25.25,32
2017/03/29,11,8,由心出發(S133),韋達,苗禮德,120,1152,5,5,7 6 9 8,1.40.34,7.3
2017/03/29,12,4,金磚五國(N443),黎海榮,徐雨石,114,1115,7,3-1/4,9 8 4,1.10.47,22
2017/03/29,4,5,八心之煌(S098),莫雷拉,蘇偉賢,131,1067,2,4-1/2,6 5 5,1.10.67,3.8
2017/03/19,2,11,吉利馬王(V305),李寶利,姚本輝,132,1152,4,7,2 3 2 11,1.25.35,23
2017/03/19,6,12,喜之星(S441),祈普敦,吳定強,130,1044,11,7-1/4,4 2 3 12,1.25.38,35
2017/03/29,6,9,勁豐裕(T105),柏寶,蔡約翰,124,1117,2,5-1/4,9 9 10 9,1.40.36,29
2017/03/29,4,10,栗馳駒(S295),梁家俊,姚本輝,125,1120,7,10,2 2 2 10,1.41.13,36
2017/03/29,1,6,確威龍(P190),潘頓,告達理,133,1045,6,4-3/4,4 6 6,1.10.72,9.8
2017/03/29,5,7,放下自在(T059),巫顯東,沈集成,118,1066,9,6-1/4,5 2 7,1.10.97,10
2017/03/19,14,13,掌握時機(T019),蔡明紹,容天鵬,113,1109,13,10-3/4,13 13 11 13,1.25.93,57
2017/03/19,9,WV-A,超自然(V063),郭能,告東尼,124,1056,---,---,,-,---
2017/03/29,1,11,紫電明珠(P256),吳嘉晉,呂健威,128,1183,11,15-3/4,5 5 8 11,1.42.05,43
2017/03/29,8,12,千金一諾(V149),楊明綸,容天鵬,122,1144,9,55-3/4,11 11 12 12,1.48.46,99
2017/03/29,11,8,聖驛善(N409),蘇狄雄,吳定強,115,1074,4,6-1/2,10 10 8,1.10.97,82
2017/03/29,2,9,軍炮(V371),韋達,葉楚航,132,1122,5,6-3/4,8 9 9,1.11.04,14
2017/03/29,10,10,包裝勝將(T110),田泰安,何良,117,1054,10,6-3/4,12 12 10,1.11.05,44
2017/03/29,6,11,一支梅(V171),梁家俊,呂健威,126,940,12,8,2 4 11,1.11.24,13
2017/03/12,9,1,人民武士(T305),祈普敦,約翰摩亞,121,1149,8,-,8 6 5 1,1.37.69,8.7
2017/03/29,9,12,競駿千里(T378),黃皓楠,苗禮德,111,1153,11,9-3/4,11 11 12,1.11.51,99
2017/03/12,8,2,嘉應之友(T370),梁家俊,蘇保羅,119,1093,9,1-1/4,13 12 11 2,1.37.87,11
2017/03/12,10,3,旅遊首席(T098),蔣嘉琦,葉楚航,116,1186,11,1-1/4,4 5 6 3,1.37.89,11
2017/03/12,11,4,神舟小子(T163),黎海榮,徐雨石,119,1074,4,1-1/2,10 9 9 4,1.37.94,7.9
2017/03/12,6,5,豈等閒(S312),蘇狄雄,賀賢,120,1059,1,2,3 4 3 5,1.38.00,25
2017/03/12,1,6,包裝鬥士(S109),莫雷拉,姚本輝,131,1113,5,2-1/4,7 7 7 6,1.38.05,5.6
2017/03/12,4,7,貝連利(P359),潘頓,賀賢,127,1024,13,2-1/2,12 11 12 7,1.38.07,31
2017/03/12,7,8,心花怒放(P214),黃皓楠,苗禮德,115,1182,7,3-1/4,2 2 2 8,1.38.21,45
2017/03/12,12,9,傾心星(V217),韋達,方嘉柏,119,1316,3,3-1/2,9 10 10 9,1.38.25,3.9
2017/03/12,13,10,龍船(V186),田泰安,蔡約翰,118,1067,6,3-3/4,6 8 8 10,1.38.27,19
2017/03/12,2,11,金滙龍華(S242),羅理雅,沈集成,131,1122,10,5-1/4,11 13 13 11,1.38.55,9.9
2017/03/12,4,1 平頭馬,魅力知友(A136),田泰安,蔡約翰,129,1141,1,-,3 3 2 1,1.34.59,3.1
2017/03/12,5,12,快無極(T116),巫顯東,徐雨石,116,1101,2,6-1/4,1 1 1 12,1.38.69,9.8
2017/03/12,3,13,飛龍駒(S156),何澤堯,約翰摩亞,128,1094,12,10-1/4,5 3 4 13,1.39.31,42
2017/03/29,11,1,鴻福滿滿(P106),李寶利,吳定強,119,1150,1,-,5 4 1,1.09.77,10
2017/03/12,7,1 平頭馬,美麗寶寶(V316),潘頓,約翰摩亞,120,1136,9,-,1 1 1 1,1.34.59,4
2017/03/12,10,3,好力煌(T082),莫雷拉,鄭俊偉,117,1109,11,1,10 10 9 3,1.34.74,5.3
2017/03/12,14,WV,加州再豫(T406),蔡明紹,告東尼,118,1176,---,---,,-,---
2017/03/29,12,2,志友運(V347),莫雷拉,姚本輝,118,1120,4,3/4,6 5 2,1.09.91,2
2017/03/29,8,3,秘密武器(V248),田泰安,蔡約翰,121,1168,2,1-1/4,1 1 3,1.10.01,5.3
2017/03/12,3,4,南京之友(V140),郭能,容天鵬,130,1148,5,2,7 6 5 4,1.34.91,8
2017/03/12,5,5,蒙古王(A098),羅理雅,徐雨石,127,1122,10,2-1/4,9 9 10 5,1.34.95,8.7
2017/03/29,9,4,巴基小子(S442),蔡明紹,告東尼,120,1023,3,3,11 10 4,1.10.23,10
2017/03/29,3,5,帶盈來(T018),梁家俊,容天鵬,122,1097,10,3,10 8 5,1.10.25,19
2017/03/12,12,6,福勵(T092),吳嘉晉,告東尼,111,1060,8,3-1/2,8 8 8 6,1.35.14,73
2017/03/12,11,7,情趣(V114),韋達,霍利時,118,1130,7,3-1/2,12 11 11 7,1.35.16,46
2017/02/26,8,1,大雄圖(A112),巫斯義,告東尼,120,1000,10,-,9 8 8 1,1.34.43,16
2017/03/29,2,6,萬馬奔騰(S142),楊明綸,呂健威,130,1107,6,3-3/4,2 3 6,1.10.37,12
2017/03/29,6,7,大英雄(V278),何澤堯,沈集成,124,1285,12,4-1/2,3 2 7,1.10.50,16
2017/03/12,2,8,歡樂小子(S235),黎海榮,文家良,132,1225,2,4-1/4,4 5 6 8,1.35.25,35
2017/03/12,13,9,雄心速龍(V265),蔡明紹,高伯新,115,1107,6,4-1/4,14 14 13 9,1.35.28,24
2017/02/26,1,2 平頭馬,無敵飛龍(V166),莫雷拉,約翰摩亞,133,1169,13,3/4,7 7 6 2,1.34.55,2.8
2017/02/26,13,2 平頭馬,怪獸家長(V214),田泰安,何良,113,1102,1,3/4,3 3 4 2,1.34.55,8.3
2017/03/29,10,8,揮闖(P373),蘇狄雄,賀賢,117,1004,8,5-1/2,12 12 8,1.10.66,45
2017/03/29,5,9,放眼量(A140),黎海榮,何良,129,992,7,6,8 6 9,1.10.72,99
2017/03/12,9,10,快樂神駒(T416),蔣嘉琦,苗禮德,112,1117,4,5-1/4,2 2 3 10,1.35.43,39
2017/03/12,6,11,放馬過來(V407),何澤堯,葉楚航,120,1138,12,5-3/4,5 4 4 11,1.35.53,20
2017/02/26,4,4,小米周(T355),羅理雅,沈集成,123,1194,2,3/4,1 1 1 4,1.34.56,24
2017/02/26,6,5,加州騰龍(V170),韋達,告東尼,122,1072,5,1-3/4,5 5 5 5,1.34.70,5.3
2017/03/29,1,10,人和家富(T210),柏寶,文家良,133,1020,11,6,9 9 10,1.10.72,30
2017/03/29,7,11,喜得福(T421),黃皓楠,蘇偉賢,115,1060,5,6-1/2,4 7 11,1.10.80,26
2017/03/12,8,12,瑩然英峻(T388),蘇狄雄,蘇保羅,116,1100,13,6-1/4,13 12 14 12,1.35.58,99
2017/03/12,14,13,烽煙四喜(A036),巫顯東,告達理,105,1052,3,6-1/2,11 13 12 13,1.35.65,99
2017/02/26,3,6,勝飛(P210),李寶利,蘇保羅,124,1189,11,2-1/4,11 11 10 6,1.34.81,16
2017/02/26,2,7,貝連利(P359),潘頓,賀賢,124,1026,6,3-3/4,8 9 9 7,1.35.05,21
2017/03/29,4,12,幸運日(S014),羅理雅,鄭俊偉,130,1116,9,8-3/4,7 11 12,1.11.16,20
2017/03/29,(V093),WV,提款機131,潘頓,蘇保羅,1209,---,---,-,,---,---
2017/03/12,1,14,綠色勁駒(V184),梁家俊,沈集成,131,1164,14,10-1/4,6 7 7 14,1.36.24,36
2017/02/26,5,8,太陽喜喜(T242),柏寶,賀賢,123,1109,8,4,4 4 3 8,1.35.06,4.9
2017/02/26,12,9,歡樂小子(S235),黎海榮,文家良,113,1225,3,4-1/4,2 2 2 9,1.35.11,28
2017/02/26,12,1,蓮花巨星(T145),貝湯美,約翰摩亞,119,1030,6,-,5 5 7 6 1,2.03.65,14
2017/03/08,2,1,勝利名星(T426),杜利萊,方嘉柏,133,1188,6,-,2 2 1,1.10.29,5.2
2017/02/26,7,10,興利多(A241),史卓豐,高伯新,120,1110,12,5-3/4,12 12 12 10,1.35.35,59
2017/02/26,10,11,人民武士(T305),貝湯美,約翰摩亞,119,1143,9,6,10 10 11 11,1.35.41,16
2017/02/26,13,2,威利熱流(T281),田泰安,蘇保羅,118,1132,8,頸位,9 10 1 1 2,2.03.70,18
2017/02/26,10,3,鎏金驃(V050),莫雷拉,賀賢,121,1095,3,1/2,10 9 9 7 3,2.03.73,1.9
2017/03/08,11,2,麯院風荷(T112),蔡明紹,蘇偉賢,118,1098,5,鼻位,1 1 2,1.10.29,10
2017/03/08,5,3,幸運日(S014),郭能,鄭俊偉,127,1106,3,頸位,9 8 3,1.10.33,25
2017/02/26,11,12,幸運歡笑(S101),楊明綸,容天鵬,111,1218,4,11-3/4,6 6 7 12,1.36.32,99
2017/02/26,9,13,牛精輝煌(A118),蔡明紹,告東尼,117,1048,7,15,13 13 13 13,1.36.82,98
2017/02/26,1,4,將才(V125),柏寶,告東尼,133,1055,4,1-1/2,7 8 8 10 4,2.03.88,11
2017/02/26,11,5,快樂神駒(T416),韋達,苗禮德,119,1128,5,2-1/4,3 3 5 5 5,2.04.00,34
2017/03/08,9,4,得利多(T312),莫雷拉,沈集成,121,1124,1,1/2,7 6 4,1.10.38,3.7
2017/03/08,4,5,萬馬奔騰(S142),蔣嘉琦,呂健威,126,1109,4,1-1/4,6 4 5,1.10.48,10
2017/03/15,4,1,傑飛(T124),韋達,高伯新,126,1190,12,-,8 8 1,1.09.73,37
2017/02/26,9,6,其樂無窮(S147),楊明綸,李易達,119,1101,1,2-3/4,8 7 10 8 6,2.04.07,46
2017/02/26,3,7,豐彩皇(V118),史卓豐,苗禮德,131,1135,11,2-3/4,2 2 3 2 7,2.04.09,11
2017/03/08,7,6,驍武(P097),韋達,霍利時,122,1122,8,1-1/4,8 7 6,1.10.51,20
2017/03/08,3,7,人和家富(T210),祈普敦,文家良,132,1020,2,2-1/4,5 3 7,1.10.64,4.7
2017/03/15,8,2,順勢寶(V310),柏寶,賀賢,122,1029,9,3/4,10 10 2,1.09.85,8.2
2017/03/15,1,3,越影(T374),黃皓楠,方嘉柏,126,1216,2,1,4 4 3,1.09.89,10
2017/02/26,5,8,康樂神駒(T363),羅理雅,高伯新,125,1151,9,3-1/4,11 12 11 11 8,2.04.17,11
2017/02/26,8,9,可愛寶(T029),潘頓,葉楚航,122,1167,13,3-1/2,14 13 14 12 9,2.04.20,9
2017/03/15,1,1,比卡超(S298),莫雷拉,霍利時,133,1142,6,-,4 4 4 1,1.39.31,7.8
2017/03/08,8,8,快馬奔馳(V413),李寶利,徐雨石,121,1206,12,2-1/4,12 11 8,1.10.67,19
2017/03/08,10,9,安喜(V338),田泰安,容天鵬,120,1113,7,3,3 5 9,1.10.75,5.6
2017/03/15,9,4,皇龍大將(T400),何澤堯,徐雨石,117,1102,11,2,11 9 4,1.10.03,69
2017/03/15,3,5,翡翠紅星(T216),蔣嘉琦,姚本輝,122,1164,1,2,3 3 5,1.10.05,5.4
2017/02/26,4,10,凱倫之寶(P358),梁家俊,沈集成,126,1031,10,6,13 14 12 13 10,2.04.60,24
2017/02/26,6,11,精算博奕(T409),郭能,蔡約翰,124,1090,14,6-1/2,6 6 4 4 11,2.04.67,39
2017/03/15,9,2,雷公鑿(V279),黎海榮,徐雨石,120,1178,2,1-3/4,3 3 3 2,1.39.58,4.5
2017/03/15,10,3,勝利仔(S355),柏寶,賀賢,120,1192,5,2-1/2,8 8 6 3,1.39.69,3.1
2017/03/08,6,10,快樂魔王(A197),蘇狄雄,賀賢,124,1082,10,5-3/4,11 12 10,1.11.19,86
2017/03/08,12,11,哥哥仔(V074),黃皓楠,告達理,110,1056,9,10-3/4,10 10 11,1.12.03,99
2017/03/15,6,6,盈利駿馬(S191),羅理雅,容天鵬,124,1140,8,2-1/2,7 7 6,1.10.12,72
2017/03/15,5,7,金滿載(N236),祈普敦,苗禮德,125,1180,7,2-1/2,9 11 7,1.10.14,13
2017/02/26,14,12,駕善(S245),黎海榮,呂健威,117,1129,12,7,1 1 2 3 12,2.04.79,99
2017/02/26,2,13,閃電王(V013),黃皓楠,告達理,125,1050,7,9,4 4 6 9 13,2.05.10,41
2017/03/15,7,4,猛闖(A116),韋達,約翰摩亞,120,1190,3,3,6 6 5 4,1.39.80,7.7
2017/03/15,6,5,至尊無上(V370),梁家俊,何良,121,1155,8,3-1/4,9 9 9 5,1.39.81,12
2017/03/08,1,12,俊哥兒(V404),吳嘉晉,告東尼,128,1073,11,14,4 9 12,1.12.51,80
2017/03/15,11,8,光芒再現(T358),梁家俊,蘇保羅,116,1071,5,2-3/4,6 6 8,1.10.18,37
2017/03/15,12,9,嘉福(V059),黎海榮,文家良,118,1143,3,3,5 5 9,1.10.19,66
2017/02/26,7,14,傲行者(A111),巫斯義,方嘉柏,123,1071,2,9-1/4,12 11 13 14 14,2.05.13,29
2017/03/15,8,6,事勝意(T391),田泰安,苗禮德,120,1023,12,3-1/2,12 11 11 6,1.39.87,9.1
2017/03/15,12,7,駕善(S245),蔣嘉琦,呂健威,110,1128,11,4-1/2,1 1 2 7,1.40.02,15
2017/03/15,7,10,有醒(S352),蔡明紹,告東尼,123,1073,10,4-1/4,12 12 10,1.10.40,23
2017/03/15,10,11,首映(A051),田泰安,蔡約翰,119,1116,4,5,2 2 11,1.10.52,2.4
2017/03/15,3,8,傲飛星(S225),祈普敦,容天鵬,129,1211,7,4-1/2,2 2 1 8,1.40.03,12
2017/03/15,4,9,日威夜威(S362),郭能,蘇偉賢,128,1149,10,4-3/4,10 10 10 9,1.40.09,82
2017/03/15,2,12,海翡翠(V307),莫雷拉,約翰摩亞,133,1195,6,6,1 1 12,1.10.69,5.2
2017/03/15,11,10,駿協精英(V207),何澤堯,鄭俊偉,113,1152,1,6-1/2,5 5 7 10,1.40.36,78
2017/03/15,2,11,福妙(A155),蔡明紹,告東尼,129,997,4,7-3/4,7 7 8 11,1.40.53,24
2017/03/15,5,12,當代沙皇(S167),羅理雅,文家良,125,1125,9,多個馬位,11 12 12 12,2.27.75,74
2017/02/19,2,1,開心神駒(T200),史卓豐,苗禮德,130,1088,2,-,4 4 1,1.09.21,27
2017/02/19,1,2,乘勢好運(V151),莫雷拉,蔡約翰,133,1144,4,頸位,1 1 2,1.09.28,2.6
2017/02/19,3,3,有獎(A173),郭能,文家良,128,1097,1,1,6 5 3,1.09.36,12
2017/02/19,13,4,香江新星(T432),田泰安,蘇保羅,114,1182,3,1-1/2,10 8 4,1.09.44,9.4
2017/02/19,11,5,紅衣優駿(A039),楊明綸,容天鵬,117,1182,6,2,5 6 5,1.09.53,6.4
